name,field_location_longitude,field_location_latitude
Habka,35.84425924,32.47627472
Enbeh,35.76694561,32.47874883
Dair Yoosef,35.79882214,32.49227807
Johfiyyeh,35.82385089,32.49604185
Z'atara,35.83316822,32.44164011
Hoafa El-Mazar,35.83825093,32.48968511
Rahmeh,35.84835512,32.45303501
Zoobya,35.76924832,32.43496561
Kofor An,35.75796816,32.5507568
Qmaim,35.73386232,32.57120923
Kharaj,35.7085701,32.58590413
Qom,35.72467884,32.5912472
Kofor Asad,35.71348105,32.59737082
Saidoor,35.69284333,32.61414657
Hoafa El-Wastiyyeh,35.71116411,32.5712674
Dair Ess'eneh,35.7533752,32.53074435
Taybeh,35.70980021,32.54343921
Abser Abu Ali,35.72925978,32.55278481
Mendah,35.66914205,32.55310961
Samma,35.68246079,32.57408924
Zabdah El-Wastiyyeh,35.66625846,32.57157494
Makhraba,35.64944818,32.57941119
Qasfah,35.86713392,32.63199422
Sama El-Roosan,35.82622103,32.6410288
Abu El-Loqas,35.88626801,32.63436841
Saileh,35.86881114,32.64321541
Azriet,35.84994686,32.64878459
Mansoorah,35.71891791,32.65034104
Um Qais,35.6754956,32.65440031
Khrayybeh,35.86714418,32.65967999
Kharja,35.88511324,32.65419281
Ebder,35.7836777,32.66217105
Bareshta,35.87946261,32.68363741
Malka,35.76120746,32.65412597
Mkhaibeh El-Tehta,35.67716192,32.67398796
Samar,35.78496008,32.67863319
Kofor Soom,35.81086683,32.67155521
Yebla,35.82696384,32.68618438
Saham,35.77423643,32.69734912
Rfaid,35.82092338,32.70507148
Aqraba,35.80548272,32.72787817
Esheh,35.73743494,32.71023629
Hariema,35.87145178,32.6205042
Hartha,35.84965056,32.69154462
Hatem,35.77971573,32.64998338
Hebras,35.84419634,32.66849824
Mzaireeb,35.81937853,32.65767675
Zaweh,35.9002891,32.66172566
Yarmook,35.87395534,32.70372276
Hemah Aurdinyah,35.68426443,32.70203812
No'ayymeh,35.96335287,32.41816464
Shatna,35.86868781,32.42846871
Ketem,35.8906957,32.43614502
Hoson,35.87737449,32.47861566
Sarieh,35.89595818,32.5076636
Aidoon,35.86452656,32.51345031
Mukhayyam Shahed Azmi El-Mufti,35.90793709,32.47550329
Aliah,35.83732846,32.51382261
Bait Yafa,35.78039799,32.52448047
Natfeh,35.82799784,32.51259536
Kofor Yooba,35.80468991,32.54486151
Jamhah,35.77956287,32.54681012
Irbid,35.84760928,32.55822915
Zahar,35.78708473,32.56616111
Sal,35.90930883,32.57678838
Kofor Rahta,35.75740376,32.57883704
Jijjien,35.77042935,32.58331004
Soom,35.79921781,32.57967879
Bait Ras,35.85103321,32.59906282
Doaqarah,35.7424733,32.59905689
Teqbel,35.81135568,32.60241928
Maro,35.89525104,32.61146978
Mghayyer,35.93395624,32.60409164
Fo'arah,35.77122643,32.61264388
As'ara,35.75130481,32.62788794
Al'al,35.89896244,32.63001082
Boshra,35.89455522,32.55547406
Hakama,35.88910845,32.59010945
Ham,35.81094803,32.51247247
Hoor,35.77110256,32.60171824
Howwarah,35.91106556,32.53503197
Kofor Jayez,35.83537777,32.62285565
Um El-Jadayel,35.7941188,32.60114054
Bwaidhah,36.05660014,32.47144945
Ramtha,35.99403441,32.52888357
Torrah,35.9895894,32.63757178
Shajarah,35.9466182,32.64494599
Emrawah,35.93122288,32.68382367
Dnaibeh,35.91271728,32.69141071
Mersi'e,35.86850829,32.14208459
Tal'et Errozz,35.8724107,32.17108717
Mastabah,35.8640283,32.18317141
Jebbah,35.88096502,32.18513878
Raieh,35.8806508,32.16285501
Rahmaniyyeh,35.86104611,32.15175074
Shak Mfarrej,35.89466036,32.20696398
Mashtal Faisal,35.88144904,32.20969421
Fawara,35.7683201,32.21085708
Alaymoon,35.81857116,32.21170122
Majdal,35.84440647,32.22771547
Jazzazeh,35.82043216,32.23206489
Borma,35.78791277,32.2156508
Hamta,35.83298819,32.21745142
Hooneh,35.74899197,32.21264494
Mansorah (Khshaibeh),35.71873864,32.21108175
Hasainiyyat,35.78972822,32.25417026
Najdeh,35.79289778,32.23883543
Kfair,35.93017805,32.21495395
Abarah,35.91357449,32.23209384
Hazeah,35.95313399,32.23031489
Rashaydeh,35.89119544,32.24235372
Ryashi,35.92311228,32.2542884
Nabi Hood,35.90462095,32.26075733
Hadadeh,35.85208252,32.26229209
Um Qontarah,35.94421606,32.26636703
Mukhayyam Ghazzeh,35.85745443,32.26352865
Nahleh,35.82863044,32.27182555
Ketteh,35.84368143,32.27548456
Sakeb,35.8073736,32.28040798
Raimoon,35.82982227,32.28184764
Dair Elliyyat,35.87350483,32.29472729
Qraia',35.93733334,32.3166531
Soof,35.8390344,32.31411685
Meqebleh,35.87008779,32.31614885
Asfoor,35.89781448,32.33634984
Jabba,35.92941654,32.32960637
Qafqafa,35.9338482,32.35270795
Kofor Khall,35.8831712,32.35821405
Mshairfeh Gharbiyyeh,35.97366132,32.36977799
Baliela,35.93714532,32.38710914
Amamah,35.87614594,32.23774048
Ejbarat,35.88556514,32.25993716
Jnaideyyeh (Mshairfeh Sharqiyyeh),35.9869666,32.35406041
Majar,35.91067646,32.30709402
Um Ezzaitoon,35.95921227,32.34423713
Um Rameh,35.96769264,32.2135915
Zaqreet,35.86848005,32.27650255
Enabeh,35.9472378,32.21755073
Jarash,35.89974764,32.27818265
Mansheiat Hashem,35.86518891,32.26431921
Mukhayyam Soof,35.88566745,32.30969445
Fayha' (Mshairfeh El-Westa),35.99376045,32.37533911
Jamla,35.84152394,32.25649687
Dibbeen,35.82797929,32.26054422
Athroh,35.59629954,30.33186662
Etmaiyah,35.59395214,30.33861778
Jarba Sghiereh,35.60096793,30.36209922
Jarba Kbiereh,35.59641643,30.37343463
Manshiyyeh,35.60741585,30.39601054
Ashari,35.59838939,30.34676282
Auhadah,35.57482123,30.13798966
Sadafeh,35.49380563,30.16060295
Fardakh,35.51389757,30.18816579
Iel,35.53180497,30.2065537
Basta,35.53510907,30.22324791
Beir Abu Dnneh,35.53341636,30.25623563
Raudet El-Amir Rashed(Qa'),35.54512692,30.27675804
Beir El-Bietar,35.52953146,30.32053027
Jafr,36.17539544,30.30874271
Modawwarah,36.03336462,29.29956754
Shadeiah,36.16535445,29.93047301
Naqab El-Gharbi,35.5118214,29.99558268
Naqab,35.48951999,30.0047221
Haiad,35.48086407,30.04472342
Abu El-Lissan,35.49867741,30.0361438
Tasan,35.47262261,30.05549502
Qasemeah,35.48764126,30.06369418
Swaimreh,35.49141965,30.08453775
Mraighah,35.52154207,30.09535912
Qurain,35.47644305,30.10053542
Faisaleah,35.50448547,30.07355894
Thugra,35.36632196,30.03778919
Batn El-Ghool,35.90854044,29.71560509
Sateh Ma'an,35.77606951,30.18711576
Ma'an,35.73055994,30.18840281
Tahooneh,35.64699243,30.24108481
Mahatet Jerdaneh,35.74393705,30.24002491
Dabit El-Karam,35.64890215,30.18165872
Mohammadiyyeh,35.75788757,30.43088878
Enaizeh,35.79627158,30.49645085
Hashemiyyeh,35.79268458,30.52317813
Huseiniya,35.79509055,30.59565954
Tal Borma,35.82930453,30.61242176
Rassees,35.41626801,30.1475291
Rajef,35.44222444,30.18967804
Taybah,35.46912938,30.24461749
Ain Ammoon,35.45868863,30.2898424
Wadi Moosa,35.47501305,30.32065089
Um Sehoon,35.4567186,30.34308332
Hayy,35.50727567,30.352312
Baida,35.46631384,30.38072907
Madarej,35.4701794,30.22789673
Tharwah,35.44997122,30.19831635
Kerbet Um Ettelian,35.41003835,30.14176027
Dlaghah,35.40926992,30.13524868
,35.45266588,30.32013139
Fjaij,35.61300878,30.53402191
Hadera,35.63756349,30.59280345
Bier Abu El-Alaq,35.52938165,30.39322246
Beir El-Dabbaghat,35.51539852,30.42664398
Beir Khadad,35.53831043,30.44404941
Hawaleh,35.5163877,30.46405057
Zaitoneh,35.57934024,30.48106791
Faisaleh (Mdhaibie'),35.60834989,30.47992738
Jnineh,35.4993344,30.47682161
Shammakh,35.52555594,30.48548877
Zobeiriyyeh,35.56009089,30.50502756
Haddadah,35.52141737,30.50954325
Mothallath,35.57325214,30.52097277
Jhair,35.5154213,30.52095749
Shobak,35.53739642,30.51701346
Jayyeh,35.56155371,30.52680868
Abu Makhtoob,35.58083479,30.53578096
Maqari'yyeh,35.56644738,30.55612835
Mansoorah,35.5560601,30.57262535
Faisaliah,35.76313671,31.74968369
Mkhait,35.73663458,31.75223609
Syaghah,35.72927843,31.76473457
Libbeh,35.76697478,31.75404971
Oyoon Moosa,35.73132011,31.77684722
Jrainah,35.79813596,31.75931008
Ghernatah,35.77218768,31.77090828
Abu Rdaineh,35.74774335,31.78041761
Wasiyyeh,35.78438048,31.75251506
Ariesh,35.78126472,31.78041605
Heialaleyeh (Falha),35.76997378,31.64102417
Wah (Mrejmet El-Hamed),35.78699671,31.67267754
Madaba,35.79730449,31.7147274
Hwayyet El-Balouneh,35.74979051,31.63666315
Jubail,35.83304942,31.74172136
Khaldeyyeh (Abu Ezqal),35.76858536,31.71512782
Ma'moneia,35.81682912,31.74047162
Khatabiyyeh,35.78647227,31.74179038
Fayha'a,35.73534309,31.7156981
Ain Eddieb,35.65535563,31.71417525
Hammamat Ma'ien,35.61119884,31.61298108
Maeen,35.75164281,31.66438893
Manshiyyet Maeen,35.71328967,31.68523364
Zarqa' Maeen,35.60771235,31.60850106
Jadedah,35.64827978,31.53246895
Qrayyat,35.67688309,31.53606413
Dair,35.63775653,31.54641757
Areedh,35.66158017,31.5525479
Zayna,35.63188644,31.55816204
Makawer,35.63811421,31.5665054
Muhamadeh,35.67336519,31.56890152
Atrooz,35.66954142,31.58615733
Nasieb,35.62275672,31.58966707
Azzahra',35.66831022,31.56206265
Balotah,35.65848289,31.5409583
Hashemiyyeh (Um Hsas),35.70496001,31.60105154
Jarwan (Amerah),35.66383157,31.5301159
Namyeh,35.67773946,31.55273875
Bake'a (Kuba'i),35.69071598,31.5954183
Hiedan,35.71200557,31.54129423
Mlaih,35.83872092,31.60081569
Dalielet El-Hamaydeh,35.79227554,31.6199625
Waleh,35.78202976,31.55785856
Gadeer,35.77982181,31.59266133
Hayyadh,35.74905569,31.61333106
Kaldiyyeh,35.74562388,31.57420794
Lusen & Rabt,35.72764698,31.60340032
Munsaf (Mekher'ah),35.76841165,31.57653779
Nozhet El-Waleh,35.75876805,31.5605883
Rashdeia,35.78904467,31.59180297
Alaqi,35.81842288,31.59807208
Leb,35.76684395,31.60808242
Safa,35.79465049,31.63948961
Ara'er,35.8236598,31.48484215
Mathlootheh,35.74835851,31.48350758
Heno & Sakraneh,35.76753379,31.47935899
Dieban,35.78379512,31.49659995
Shqaiq,35.73736284,31.50289246
Um Shjaireh Gharbiyyeh,35.84682164,31.52028916
Falha,35.8231571,31.51597777
Barzah,35.74691616,31.52448613
Qbaibeh,35.81382276,31.54159725
Mesherfeh,35.77847501,31.54525101
Alyeh,35.78252496,31.528763
Annahda (Um Zabarah),35.83138154,31.53660108
Dhaibeh Gharbiyyeh,35.75766314,31.50708132
Dhaibeh Sharqiyyeh,35.77000307,31.51147488
Manshiyyeh,35.77689744,31.53723452
Meq'ad Ben Nasrallah,35.80038413,31.52028092
Qasmeia,35.77759716,31.51430504
Rehaneih (Um Shajarah),35.76596939,31.52289416
Wadi El-Mujeb,35.80003212,31.46033687
Um Shjaireh Sharqiyyeh,35.87107225,31.53911319
Wassad,37.8903251,31.80919909
Rwaished,38.20362171,32.50247825
Fhaidhah,38.21779762,32.57735086
Bostaneh,38.75763859,32.8841982
Burqa',37.85902765,32.81414805
Jeser Rwaished,38.2868098,32.53636235
Karamah,38.98383099,32.73063934
Reesheh Gharbiyyeh,38.15813123,32.82594742
Reesheh Sharqiyyeh,38.37113884,33.00486703
Rokban,38.60344999,33.0778983
Manshiyyet El-Gheiath,38.12921444,32.48924115
Aliet El-Shwa'ar,36.90550402,32.14155839
Kaidat Al-Amir HassanAl-Jauiah,37.15235507,32.1649542
Ashrafiyyeh,36.6282984,32.21284164
Hashimiyyeh Sharqiyyeh,36.96803575,32.15417131
Bostaneh,36.52776028,32.24264584
Beshriyyeh,36.81370419,32.15766615
Manarah,36.6865934,32.19726364
Manshiyyet Kalefeh,37.09234837,32.21351197
Safawi,37.12613322,32.19569913
Nayfeh,36.61834846,32.22222085
Raudit Al-Amir Hamzeh (Hliut Masarha),36.71130557,32.19000621
Zamlet Al-Amir Ghazi,36.50712288,32.25496097
Sa'adah,36.65183796,32.20886589
Salhiya,36.48387789,32.25716175
Rahbet Rakkad,36.5854078,32.22416623
Hamiediyyeh,36.5553352,32.23581881
Dair Al-Kahf,36.83947027,32.27556863
Jubbeiah,36.78790479,32.29416596
Methnat Rajel,36.96899514,32.36863443
Arainbet Enaimat,36.72264114,32.21870712
Dair El-Qenn,36.92207351,32.34545464
Ethlag,36.73881881,32.28454455
Jad'ah,36.94902453,32.35440442
Khsha' El-Qenn,36.92062775,32.32146606
Medwer El-Qenn,36.90702617,32.32921333
Menyasah,36.71815386,32.28220778
Mrajeeb,36.8880319,32.28250807
Qasem,36.72762091,32.26285224
Rfa'iyyat,36.75447659,32.26355543
Roadhet Al-Amir Ali Bin Al-Hussein (Abu Frth),36.70655813,32.26407343
Swailmeh,36.95831989,32.34109102
Tal Ermah,36.8848665,32.31064331
Um Hussein,36.74820955,32.22769707
Dafyaneh,36.56158026,32.31187103
Sabha,36.49070321,32.33359225
Manshiyyet Qoblan,36.54440409,32.33136721
Sab'e Aseyar,36.46313051,32.33882042
Koam Erraf,36.45870547,32.36729334
Feisaliyyeh,36.49147516,32.28903257
Harara,36.48629628,32.30662406
Amra & Amiereh,36.43853876,32.30520396
Koam El-Ahmar,36.39596764,32.36456862
Aqeb,36.4102355,32.27257075
Rahmat,36.37665755,32.39323876
Rasm El-Hesan,36.42631199,32.36998714
Roadhet Basma,36.38354652,32.29304094
Sa'iediyyeh,36.44361098,32.27227103
Um Al-Jemal,36.36833127,32.33239259
Manshiyyet Essoltah,36.31181753,32.32115326
Mkaifteh,36.65464245,32.29088737
Husseiniyyeh,36.59408514,32.33250437
Khsha' Slaiteen,36.59183583,32.32356258
Ghadeer El-Naqah,36.66708681,32.30490017
Manshiyyet El-Qhano,36.67635607,32.28319449
Ma'zooleh,36.68050187,32.30277225
Um-Elqotain,36.62610551,32.31029172
Oudeh,36.64736639,32.30444464
Thoghret El-Jobb,36.22735387,32.27234572
Ba'ej,36.3377935,32.36899669
Fohayhileh,36.30023088,32.37025725
Sorrah,36.15324673,32.39714251
Nahdhah,36.32330617,32.3978551
Rodhet Errwai'u,36.32448388,32.41311802
Mansoorah,36.16748137,32.41733509
Hwaijeh,36.26589105,32.39624994
Um Essrab,36.31182438,32.42737269
Meshref,36.34841544,32.38947251
Zuhoor,36.37840239,32.27593025
Meferdat,36.29036803,32.23823394
Khaldiyah Qademeh,36.3301754,32.18547614
Za'tary,36.29829685,32.30723676
Khaldiyah,36.30324302,32.18269059
Mshrfeh,36.29071482,32.14218284
Nasaryyah,36.28299388,32.159008
Khanasri,36.04786844,32.39634844
Fa',36.08051858,32.42254018
Hamra,36.15400146,32.44096545
Darzeah,36.14415153,32.45812857
Swailmeh,36.15036621,32.48207274
Mshairfeh,36.12549683,32.48712288
Akaider,36.08701994,32.4984614
Dandania,36.1533846,32.46486658
Harsh,36.05227343,32.43656887
Hosha,36.10019158,32.45114306
Braiqa,36.02700305,32.44437012
Rba' Serhan,36.23978966,32.42403307
Somayya Serhan,36.22351305,32.43755523
Zamlett Atterfi,36.21470585,32.46565991
Mghayyer Serhan,36.19631562,32.46085021
Sama Serhan,36.24297311,32.47266301
Harfosheia,36.18815628,32.47902459
Manshiyyet K'aiber,36.21234073,32.47836692
Jaber Serhan,36.19796792,32.51134851
Matalleh,36.18923234,32.43410283
Rodhet Abu Heyal,36.24219024,32.33432806
Aidoon,36.17673742,32.30962674
Mazzeh,36.18315963,32.32138211
Mafraq,36.20137473,32.34951017
Rojom Essabi'e El-Shamali,36.14849018,32.36391361
Bwaidhet El-Hwamdeh,36.15820316,32.3435958
Ghadier Abyadh,36.19730501,32.39241456
Hayyan El-Meshref,36.15583049,32.27226334
Um Enna'am Sharqiyyeh,36.13993895,32.34481082
Teeb Isem,36.1659343,32.36238323
Um Enna'am Gharbiyyeh,36.1133238,32.35906361
Manshiyyet Bani Hasan,36.08230588,32.37153858
Um Elloolo,36.09470035,32.38899118
Dair Waraq,36.04874898,32.36913073
Zaniyyeh,36.10131222,32.20070842
Nemreh,36.14676555,32.20809771
Manshiyyet Alaian (Alkhan),36.20345655,32.21595239
Bal'ama,36.08922588,32.23788292
Bostan,36.0780809,32.21315856
Dahreiah,36.11007069,32.1787949
Hamaneh El-Jadiedeh,36.08156771,32.22251519
Hayyan Rwaibedh Gharbi,36.12081927,32.24397975
Hayyan Rwaibedh Sharqi,36.13136066,32.24404795
Khraisan,36.00928954,32.20624102
Marajem,36.03845995,32.23932537
Mazra'ah,36.12658567,32.16835474
Nozhah,36.09271281,32.25061541
Um Swaiweeneh,36.07144077,32.23054694
Shraifiyyeh,36.03148278,32.220319
Hamaneh El-Qadiemeh,36.06120781,32.20544871
Um Hysmasa,36.03004218,32.24897447
Zafaraneh,36.12417762,32.2867768
Hasab,36.04972902,32.18509639
Ain El-Nemreh,36.02844098,32.15764056
Ain Bani Hasan,36.05639432,32.26982789
Dahal,35.97513016,32.27533442
Abu El-Soos,36.03253076,32.2872911
Medwar,35.99599455,32.28732175
Khatlah,35.94352416,32.29413298
Hwaishan,35.94604971,32.29880575
Nadreh,35.97915596,32.31016467
Doqomseh,35.99206867,32.31380954
Hamamet Omoosh,36.03212388,32.31953895
Irhab,36.09300331,32.32323257
Sahah,36.05033831,32.33016784
Kharab El-Matwi,35.98929095,32.34265964
Dajaniyyeh,36.02538623,32.34397572
BwaidhahGhrbiyyeh,36.0494765,32.34523233
Ain Ennabi,35.93081125,32.29222468
Bwaidhet Elaimat(Bwaidhah Sharqiyyeh),36.06641766,32.34319157
Hamamet Elaimat,36.03306475,32.30735373
Hamied,36.00510602,32.2573192
Karm,35.99684468,32.24854609
Qadam,36.0662189,32.31661155
Um Btaimeh,35.96426812,32.30732754
Um Kheroba,36.01919789,32.30888109
Mo'ammariyyeh,36.08982697,32.27178134
Mnifa,36.05484958,32.30375671
Russeifa,36.04190694,32.02495743
Abu Saiah,36.05829314,32.01454774
Mukhayyam Hetten,36.01564634,32.00870947
Mabrookah,36.24670247,32.13748804
Qaser Hallabat El-Sharqi,36.36260628,32.08072038
Qasr El-Hallabat Gharbi,36.32848419,32.10257827
Dhaythem,36.34522254,32.11123867
Dhlail,36.27267624,32.1183712
Sayeh Diab,36.25578877,32.07660542
Mazari'e Hallabat,36.39245825,32.10088427
Zarqa,36.08181837,32.07603135
Tafeh,36.21894686,32.07224738
Farwaneyeh,36.17377962,32.11233366
Khou,36.15660648,32.07814842
Rukban,36.11767933,32.01863671
Merheb,36.01685791,32.0866523
Bierain,35.95951301,32.09933958
Um Rommaneh,35.9286612,32.09402349
Kamsha,35.93206084,32.12158783
Alook,35.92175124,32.16728913
Khalleh,35.98425454,32.11934115
Reyad,35.9968031,32.09103876
Saharah,35.95258403,32.17082744
Ewailiyyeh,35.97985775,32.10242234
Masarrah Sharqiyyeh,35.93153485,32.15634138
MasarrahGharbiyyeh,35.92443817,32.16087704
Mekman,35.92348226,32.14218373
Naseryah,35.89024221,32.12272493
Um El-Byar,35.95553649,32.11151176
Um El-Fat'ier,36.00167205,32.0747285
Um Khashibeh,35.97910236,32.14573252
Rojom Eshoak,35.95582555,32.07627195
Sarroot,35.95690808,32.14649408
Ain El-Hawaya,35.95497249,32.15943065
Ain Saber,35.94617611,32.09260414
Maqam Isa,35.90792958,32.09519187
Wadi Esswan,35.93767715,32.1369322
Makethat,35.97558093,32.17877125
Azraq Shamali,36.83327445,31.88344435
Azraq Janoobi,36.8108996,31.84109248
Ain El-Baidha,36.98226882,31.82974817
Qaser Amrah,36.56740603,31.81588575
Omari,36.97911215,31.58360544
Kaedet Selah Jaw (Moafaq Salti),36.77347652,31.83405462
Biereh,36.00902351,32.15498479
Sokhneh,36.07678131,32.13171623
Rahayal,36.04349463,32.12723285
Hashemiyah,36.11841684,32.13930064
Doqarah,36.03411563,32.13731376
Kherbeh Samra(Raudit Al Amir Mohamad),36.16516537,32.17977778
Qnayyeh,35.988486,32.22165856
Abu Ezzieghan,36.04862735,32.11686776
Um Essalleeh,36.09516211,32.15396972
Tawahien Adwan,35.98382617,32.19733104
Dab'an,36.19387761,32.13365648
Ghraiseh,36.07556128,32.16995299